Year,CountryCode,Population
1964,LBR,1255197
1965,LBR,1287315
1966,LBR,1320315
1967,LBR,1354287
1968,LBR,1389453
1969,LBR,1425879
1970,LBR,1463563
1971,LBR,1501658
1972,LBR,1540995
1973,LBR,1582697
1974,LBR,1626283
1975,LBR,1671632
1976,LBR,1718482
1977,LBR,1768092
1978,LBR,1820861
1979,LBR,1875566
1980,LBR,1932169
1981,LBR,1989690
1982,LBR,2047602
1983,LBR,2109151
1984,LBR,2174194
1985,LBR,2239724
1986,LBR,2305860
1987,LBR,2372449
1988,LBR,2439639
1989,LBR,2507600
1990,LBR,2209731
1991,LBR,1939236
1992,LBR,2052626
1993,LBR,2132771
1994,LBR,2125198
1995,LBR,2142422
1996,LBR,2203966
1997,LBR,2383300
1998,LBR,2639224
1999,LBR,2789743
2000,LBR,2895224
2001,LBR,2981648
2002,LBR,3060599
2003,LBR,3085173
2004,LBR,3122447
2005,LBR,3266318
2006,LBR,3455397
2007,LBR,3632740
2008,LBR,3783887
2009,LBR,3905066
2010,LBR,4019956
2011,LBR,4181150
2012,LBR,4331740
2013,LBR,4427313
1960,LBY,1426986
1961,LBY,1478760
1962,LBY,1535157
1963,LBY,1594758
1964,LBY,1652102
1965,LBY,1700072
1966,LBY,1739831
1967,LBY,1778578
1968,LBY,1819393
1969,LBY,1862823
1970,LBY,1909177
1971,LBY,1958320
1972,LBY,2012796
1973,LBY,2084256
1974,LBY,2179446
1975,LBY,2291841
1976,LBY,2413760
1977,LBY,2541805
1978,LBY,2676117
1979,LBY,2816917
1980,LBY,2962720
1981,LBY,3112015
1982,LBY,3265457
1983,LBY,3423592
1984,LBY,3564547
1985,LBY,3684313
1986,LBY,3800110
1987,LBY,3911939
1988,LBY,4021565
1989,LBY,4130042
1990,LBY,4236983
1991,LBY,4341971
1992,LBY,4444820
1993,LBY,4544970
1994,LBY,4641296
1995,LBY,4733063
1996,LBY,4820066
1997,LBY,4902346
1998,LBY,4980962
1999,LBY,5057998
2000,LBY,5154790
2001,LBY,5275916
2002,LBY,5405326
2003,LBY,5542641
2004,LBY,5687563
2005,LBY,5837986
2006,LBY,5973369
2007,LBY,6097177
2008,LBY,6228370
2009,LBY,6360191
2010,LBY,6491988
2011,LBY,6188132
2012,LBY,5869870
2013,LBY,5985221
1960,LCA,91614
1961,LCA,92761
1962,LCA,93823
1963,LCA,94887
1964,LCA,95948
1965,LCA,97024
1966,LCA,98126
1967,LCA,99257
1968,LCA,100400
1969,LCA,101605
1970,LCA,103090
1971,LCA,104781
1972,LCA,106457
1973,LCA,108114
1974,LCA,109740
1975,LCA,111497
1976,LCA,113421
1977,LCA,115385
1978,LCA,117397
1979,LCA,119463
1980,LCA,121633
1981,LCA,123909
1982,LCA,126194
1983,LCA,128440
1984,LCA,130625
1985,LCA,132751
1986,LCA,134810
1987,LCA,136780
1988,LCA,138660
1989,LCA,140457
1990,LCA,142301
1991,LCA,144268
1992,LCA,146420
1993,LCA,148595
1994,LCA,150561
1995,LCA,152348
1996,LCA,153969
1997,LCA,155454
1998,LCA,156855
1999,LCA,158256
2000,LCA,159500
2001,LCA,160594
2002,LCA,161799
2003,LCA,163047
2004,LCA,164239
2005,LCA,165386
2006,LCA,166470
2007,LCA,167518
2008,LCA,168576
2009,LCA,169688
2010,LCA,170935
2011,LCA,172145
2012,LCA,173124
2013,LCA,173978
1960,LIE,16472
1961,LIE,16834
1962,LIE,17221
1963,LIE,17625
1964,LIE,18058
1965,LIE,18500
1966,LIE,18957
1967,LIE,19467
1968,LIE,20011
1969,LIE,20558
1970,LIE,21089
1971,LIE,21517
1972,LIE,21873
1973,LIE,22251
1974,LIE,22638
1975,LIE,23030
1976,LIE,23416
1977,LIE,23803
1978,LIE,24205
1979,LIE,24616
1980,LIE,25003
1981,LIE,25346
1982,LIE,25689
1983,LIE,26055
1984,LIE,26420
1985,LIE,26785
1986,LIE,27159
1987,LIE,27542
1988,LIE,27944
1989,LIE,28357
1990,LIE,28765
1991,LIE,29168
1992,LIE,29581
1993,LIE,30012
1994,LIE,30447
1995,LIE,30890
1996,LIE,31337
1997,LIE,31770
1998,LIE,32190
1999,LIE,32615
2000,LIE,33026
2001,LIE,33376
2002,LIE,33693
2003,LIE,34000
2004,LIE,34300
2005,LIE,34603
2006,LIE,34889
2007,LIE,35150
2008,LIE,35401
2009,LIE,35675
2010,LIE,35926
2011,LIE,36189
2012,LIE,36505
2013,LIE,36806
1960,LKA,9874476
1961,LKA,10111639
1962,LKA,10352180
1963,LKA,10597516
1964,LKA,10849977
1965,LKA,11110825
1966,LKA,11380665
1967,LKA,11657650
1968,LKA,11937607
1969,LKA,12214948
1970,LKA,12485736
1971,LKA,12747831
1972,LKA,13002234
1973,LKA,13252033
1974,LKA,13501931
1975,LKA,13755141
1976,LKA,14012894
1977,LKA,14273495
1978,LKA,14533691
1979,LKA,14788866
1980,LKA,15035840
1981,LKA,15272822
1982,LKA,15501210
1983,LKA,15724641
1984,LKA,15948501
1985,LKA,16176282
1986,LKA,16408861
1987,LKA,16643956
1988,LKA,16878186
1989,LKA,17106752
1990,LKA,17325769
1991,LKA,17535732
1992,LKA,17736827
1993,LKA,17924827
1994,LKA,18094474
1995,LKA,18242917
1996,LKA,18367290
1997,LKA,18470897
1998,LKA,18564595
1999,LKA,18663293
2000,LKA,18777606
2001,LKA,18911727
2002,LKA,19062476
2003,LKA,19224036
2004,LKA,19387153
2005,LKA,19544988
2006,LKA,19695977
2007,LKA,19842044
2008,LKA,19983984
2009,LKA,20123508
2010,LKA,20261738
2011,LKA,20398496
2012,LKA,20425000
2013,LKA,20585000
1960,LSO,737838
1961,LSO,760895
1962,LSO,784681
1963,LSO,809138
1964,LSO,834215
1965,LSO,860220
1966,LSO,887841
1967,LSO,918923
1968,LSO,952992
1969,LSO,987909
1970,LSO,1023481
1971,LSO,1059879
1972,LSO,1097242
1973,LSO,1135631
1974,LSO,1175369
1975,LSO,1216180
1976,LSO,1256478
1977,LSO,1294435
1978,LSO,1331213
1979,LSO,1368917
1980,LSO,1407672
1981,LSO,1447501
1982,LSO,1488399
1983,LSO,1530331
1984,LSO,1573267
1985,LSO,1616697
1986,LSO,1659793
1987,LSO,1698939
1988,LSO,1733733
1989,LSO,1767091
1990,LSO,1798997
1991,LSO,1829509
1992,LSO,1858507
1993,LSO,1885478
1994,LSO,1910642
1995,LSO,1934079
1996,LSO,1955098
1997,LSO,1972579
1998,LSO,1985639
1999,LSO,1994243
2000,LSO,1998630
2001,LSO,1999473
2002,LSO,1997534
2003,LSO,1993030
2004,LSO,1985384
2005,LSO,1977424
2006,LSO,1976780
2007,LSO,1983465
2008,LSO,1995014
2009,LSO,2009169
2010,LSO,2022747
2011,LSO,2037677
2012,LSO,2054718
2013,LSO,2073939
1960,LTU,2778550
1961,LTU,2823550
1962,LTU,2863350
1963,LTU,2898950
1964,LTU,2935200
1965,LTU,2971450
1966,LTU,3008050
1967,LTU,3044400
1968,LTU,3078850
1969,LTU,3107321
1970,LTU,3139689
1971,LTU,3179041
1972,LTU,3213622
1973,LTU,3244438
1974,LTU,3273894
1975,LTU,3301652
1976,LTU,3328664
1977,LTU,3355036
1978,LTU,3379514
1979,LTU,3397842
1980,LTU,3413202
1981,LTU,3432947
1982,LTU,3457179
1983,LTU,3485192
1984,LTU,3514205
1985,LTU,3544543
1986,LTU,3578914
1987,LTU,3616367
1988,LTU,3655049
1989,LTU,3684255
1990,LTU,3697838
1991,LTU,3704134
1992,LTU,3700114
1993,LTU,3682613
1994,LTU,3657144
1995,LTU,3629102
1996,LTU,3601613
1997,LTU,3575137
1998,LTU,3549331
1999,LTU,3524238
2000,LTU,3499536
2001,LTU,3470818
2002,LTU,3443067
2003,LTU,3415213
2004,LTU,3377075
2005,LTU,3322528
2006,LTU,3269909
2007,LTU,3231294
2008,LTU,3198231
2009,LTU,3162916
2010,LTU,3097282
2011,LTU,3028115
2012,LTU,2987773
2013,LTU,2957689
1960,LUX,313970
1961,LUX,316845
1962,LUX,320750
1963,LUX,324100
1964,LUX,327750
1965,LUX,331500
1966,LUX,333895
1967,LUX,334995
1968,LUX,335850
1969,LUX,337500
1970,LUX,339171
1971,LUX,342421
1972,LUX,346600
1973,LUX,350450
1974,LUX,355050
1975,LUX,358950
1976,LUX,360731
1977,LUX,361358
1978,LUX,362007
1979,LUX,362856
1980,LUX,364150
1981,LUX,365225
1982,LUX,365525
1983,LUX,365622
1984,LUX,365998
1985,LUX,366706
1986,LUX,368355
1987,LUX,370750
1988,LUX,373450
1989,LUX,377100
1990,LUX,381850
1991,LUX,387000
1992,LUX,392175
1993,LUX,397475
1994,LUX,402925
1995,LUX,408625
1996,LUX,414225
1997,LUX,419450
1998,LUX,424700
1999,LUX,430475
2000,LUX,436300
2001,LUX,441525
2002,LUX,446175
2003,LUX,451630
2004,LUX,458095
2005,LUX,465158
2006,LUX,472637
2007,LUX,479993
2008,LUX,488650
2009,LUX,497783
2010,LUX,506953
2011,LUX,518347
2012,LUX,530946
2013,LUX,543360
1960,LVA,2120979
1961,LVA,2152681
1962,LVA,2181586
1963,LVA,2210919
1964,LVA,2240623
1965,LVA,2265919
1966,LVA,2283217
1967,LVA,2301220
1968,LVA,2323619
1969,LVA,2343173
1970,LVA,2359164
1971,LVA,2376389
1972,LVA,2395674
1973,LVA,2415819
1974,LVA,2437186
1975,LVA,2456130
1976,LVA,2470989
1977,LVA,2485073
1978,LVA,2497921
1979,LVA,2505953
1980,LVA,2511701
1981,LVA,2519421
1982,LVA,2531080
1983,LVA,2546011
1984,LVA,2562047
1985,LVA,2578873
1986,LVA,2599892
1987,LVA,2626583
1988,LVA,2653434
1989,LVA,2666955
1990,LVA,2663151
1991,LVA,2650581
1992,LVA,2614338
1993,LVA,2563290
1994,LVA,2520742
1995,LVA,2485056
1996,LVA,2457222
1997,LVA,2432851
1998,LVA,2410019
1999,LVA,2390482
2000,LVA,2367550
2001,LVA,2337170
2002,LVA,2310173
2003,LVA,2287955
2004,LVA,2263122
2005,LVA,2238799
2006,LVA,2218357
2007,LVA,2200325
2008,LVA,2177322
2009,LVA,2141669
2010,LVA,2097555
2011,LVA,2059709
2012,LVA,2034319
2013,LVA,2012647
1960,MAC,177014
1961,MAC,178672
1962,MAC,186039
1963,MAC,193618
1964,MAC,201380
1965,MAC,209278
1966,MAC,217232
1967,MAC,225151
1968,MAC,232929
1969,MAC,240416
1970,MAC,247284
1971,MAC,249832
1972,MAC,248669
1973,MAC,247838
1974,MAC,247280
1975,MAC,246919
1976,MAC,246661
1977,MAC,246405
1978,MAC,246048
1979,MAC,245605
1980,MAC,245332
1981,MAC,248695
1982,MAC,256692
1983,MAC,266253
1984,MAC,276591
1985,MAC,287700
1986,MAC,299491
1987,MAC,311808
1988,MAC,324478
1989,MAC,337336
1990,MAC,350227
1991,MAC,362390
1992,MAC,372370
1993,MAC,380712
1994,MAC,388779
1995,MAC,396641
1996,MAC,404297
1997,MAC,411700
1998,MAC,418776
1999,MAC,425518
2000,MAC,431896
2001,MAC,439122
2002,MAC,449665
2003,MAC,462533
2004,MAC,475529
2005,MAC,488619
2006,MAC,501863
2007,MAC,515330
2008,MAC,529038
2009,MAC,543021
2010,MAC,557297
2011,MAC,571003
2012,MAC,582766
2013,MAC,593374
1960,MAF,4135
1961,MAF,4258
1962,MAF,4388
1963,MAF,4524
1964,MAF,4666
1965,MAF,4832
1966,MAF,5044
1967,MAF,5294
1968,MAF,5497
1969,MAF,5646
1970,MAF,5802
1971,MAF,5957
1972,MAF,6114
1973,MAF,6278
1974,MAF,6447
1975,MAF,6656
1976,MAF,6896
1977,MAF,7131
1978,MAF,7357
1979,MAF,7572
1980,MAF,7776
1981,MAF,7963
1982,MAF,8957
1983,MAF,10992
1984,MAF,13299
1985,MAF,15714
1986,MAF,18234
1987,MAF,20853
1988,MAF,23552
1989,MAF,26303
1990,MAF,28127
1991,MAF,28736
1992,MAF,29035
1993,MAF,29247
1994,MAF,29380
1995,MAF,29435
1996,MAF,29407
1997,MAF,29299
1998,MAF,29102
1999,MAF,29099
2000,MAF,29610
2001,MAF,30387
2002,MAF,31160
2003,MAF,31929
2004,MAF,32697
2005,MAF,33452
2006,MAF,34183
2007,MAF,34887
2008,MAF,35541
2009,MAF,36132
2010,MAF,36458
2011,MAF,36350
2012,MAF,36026
2013,MAF,35639
1960,MAR,11769774
1961,MAR,12081713
1962,MAR,12404757
1963,MAR,12726686
1964,MAR,13044254
1965,MAR,13381880
1966,MAR,13738502
1967,MAR,14109755
1968,MAR,14490077
1969,MAR,14876982
1970,MAR,15274351
1971,MAR,15677300
1972,MAR,16081438
1973,MAR,16489452
1974,MAR,16902383
1975,MAR,17325325
1976,MAR,17756516
1977,MAR,18206472
1978,MAR,18679859
1979,MAR,19167661
1980,MAR,19678444
1981,MAR,20208260
1982,MAR,20746765
1983,MAR,21287381
1984,MAR,21817271
1985,MAR,22335077
1986,MAR,22824446
1987,MAR,23279935
1988,MAR,23720590
1989,MAR,24148104
1990,MAR,24570814
1991,MAR,24988083
1992,MAR,25400676
1993,MAR,25806777
1994,MAR,26201551
1995,MAR,26599048
1996,MAR,26999093
1997,MAR,27397118
1998,MAR,27791825
1999,MAR,28176997
2000,MAR,28554415
2001,MAR,28930097
2002,MAR,29301817
2003,MAR,29661270
2004,MAR,30033125
2005,MAR,30431902
2006,MAR,30833022
2007,MAR,31232633
2008,MAR,31634992
2009,MAR,32042877
2010,MAR,32464865
2011,MAR,32903699
2012,MAR,33352169
2013,MAR,33803527
1960,MCO,21797
1961,MCO,21907
1962,MCO,22106
1963,MCO,22442
1964,MCO,22766
1965,MCO,23022
1966,MCO,23198
1967,MCO,23281
1968,MCO,23481
1969,MCO,23875
1970,MCO,24270
1971,MCO,24610
1972,MCO,24889
1973,MCO,25102
1974,MCO,25262
1975,MCO,25524
1976,MCO,25898
1977,MCO,26242
1978,MCO,26553
1979,MCO,26834
1980,MCO,27076
1981,MCO,27284
1982,MCO,27573
1983,MCO,27985
1984,MCO,28407
1985,MCO,28807
1986,MCO,29171
1987,MCO,29500
1988,MCO,29802
1989,MCO,30078
1990,MCO,30329
1991,MCO,30564
1992,MCO,30794
1993,MCO,31024
1994,MCO,31253
1995,MCO,31482
1996,MCO,31719
1997,MCO,31968
1998,MCO,32209
1999,MCO,32394
2000,MCO,32465
2001,MCO,32444
2002,MCO,32386
2003,MCO,32316
2004,MCO,32236
2005,MCO,32141
2006,MCO,32011
2007,MCO,31823
2008,MCO,31862
2009,MCO,32401
2010,MCO,33178
2011,MCO,33945
2012,MCO,34700
2013,MCO,35425
1960,MDA,2074015
1961,MDA,2127854
1962,MDA,2177676
1963,MDA,2222675
1964,MDA,2264461
1965,MDA,2301425
1966,MDA,2336782
1967,MDA,2369729
1968,MDA,2400264
1969,MDA,2429193
1970,MDA,2456514
1971,MDA,2483032
1972,MDA,2509550
1973,MDA,2536068
1974,MDA,2563389
1975,MDA,2590711
1976,MDA,2618032
1977,MDA,2643746
1978,MDA,2668657
1979,MDA,2692764
1980,MDA,2716068
1981,MDA,2740175
1982,MDA,2765889
1983,MDA,2792407
1984,MDA,2819728
1985,MDA,2847050
1986,MDA,2875175
1987,MDA,2904907
1988,MDA,2931424
1989,MDA,2952317
1990,MDA,2965978
1991,MDA,2973210
1992,MDA,2975621
1993,MDA,2974817
1994,MDA,2967585
1995,MDA,2953200
1996,MDA,2947293
1997,MDA,2936413
1998,MDA,2935227
1999,MDA,2930622
2000,MDA,2924668
2001,MDA,2918135
2002,MDA,2911385
2003,MDA,2903198
2004,MDA,2896023
2005,MDA,2888985
2006,MDA,2880967
2007,MDA,2874299
2008,MDA,2868833
2009,MDA,2865213
2010,MDA,2862354
2011,MDA,2860699
2012,MDA,2860324
2013,MDA,2859558
1960,MDG,5073342
1961,MDG,5206239
1962,MDG,5343117
1963,MDG,5484252
1964,MDG,5630024
1965,MDG,5780453
1966,MDG,5936461
1967,MDG,6099529
1968,MDG,6270528
1969,MDG,6450324
1970,MDG,6639751
1971,MDG,6840457
1972,MDG,7051090
1973,MDG,7268560
1974,MDG,7491935
1975,MDG,7720859
1976,MDG,7955197
1977,MDG,8195142
1978,MDG,8440919
1979,MDG,8692289
1980,MDG,8948162
1981,MDG,9207310
1982,MDG,9470990
1983,MDG,9740088
1984,MDG,10015017
1985,MDG,10297746
1986,MDG,10588428
1987,MDG,10890514
1988,MDG,11206789
1989,MDG,11536734
1990,MDG,11882762
1991,MDG,12245260
1992,MDG,12623342
1993,MDG,13020100
1994,MDG,13436121
1995,MDG,13869138
1996,MDG,14317454
1997,MDG,14778903
1998,MDG,15250934
1999,MDG,15730885
2000,MDG,16216431
2001,MDG,16709665
2002,MDG,17211934
2003,MDG,17724310
2004,MDG,18250774
2005,MDG,18792171
2006,MDG,19350299
2007,MDG,19924958
2008,MDG,20513599
2009,MDG,21117092
2010,MDG,21731053
2011,MDG,22348158
2012,MDG,22966240
2013,MDG,23588073
1960,MEX,36268055
1961,MEX,37439317
1962,MEX,38683283
1963,MEX,39982118
1964,MEX,41333878
1965,MEX,42737991
1966,MEX,44180437
1967,MEX,45656963
1968,MEX,47170337
1969,MEX,48714394
1970,MEX,50289306
1971,MEX,51897675
1972,MEX,53543436
1973,MEX,55228203
1974,MEX,56945880
1975,MEX,58691882
1976,MEX,60452543
1977,MEX,62262505
1978,MEX,64123997
1979,MEX,65972912
1980,MEX,67705186
1981,MEX,69233769
1982,MEX,70656783
1983,MEX,72080310
1984,MEX,73489654
1985,MEX,74872006
1986,MEX,76224365
1987,MEX,77553504
1988,MEX,78892015
1989,MEX,80233749
1990,MEX,81720428
1991,MEX,83351595
1992,MEX,84993164
1993,MEX,86648447
1994,MEX,88314424
1995,MEX,89969572
1996,MEX,91586555
1997,MEX,93183094
1998,MEX,94767284
1999,MEX,96334810
2000,MEX,97873442
2001,MEX,99394288
2002,MEX,100917081
2003,MEX,102429341
2004,MEX,103945813
2005,MEX,105442402
2006,MEX,106886790
2007,MEX,108302973
2008,MEX,109684489
2009,MEX,111049428
2010,MEX,112532401
2011,MEX,114150481
2012,MEX,115755909
2013,MEX,117290686
1960,MKD,1462368
1961,MKD,1481112
1962,MKD,1497338
1963,MKD,1511854
1964,MKD,1529507
1965,MKD,1547982
1966,MKD,1567707
1967,MKD,1588649
1968,MKD,1610537
1969,MKD,1633502
1970,MKD,1656783
1971,MKD,1679012
1972,MKD,1701498
1973,MKD,1725228
1974,MKD,1749329
1975,MKD,1774013
1976,MKD,1799332
1977,MKD,1825299
1978,MKD,1851978
1979,MKD,1879354
1980,MKD,1907023
1981,MKD,1935200
1982,MKD,1958275
1983,MKD,1974441
1984,MKD,1988682
1985,MKD,2001504
1986,MKD,2012926
1987,MKD,2023097
1988,MKD,2031932
1989,MKD,2039426
1990,MKD,2044174
1991,MKD,2036686
1992,MKD,2018023
1993,MKD,1996893
1994,MKD,1982458
1995,MKD,1983964
1996,MKD,1994226
1997,MKD,1996869
1998,MKD,2007523
1999,MKD,2017142
2000,MKD,2026350
2001,MKD,2034882
2002,MKD,2020157
2003,MKD,2026773
2004,MKD,2032544
2005,MKD,2036855
2006,MKD,2040228
2007,MKD,2043559
2008,MKD,2046898
2009,MKD,2050671
2010,MKD,2055004
2011,MKD,2058539
2012,MKD,2061044
2013,MKD,2064032
1960,MLI,5346792
1961,MLI,5420247
1962,MLI,5494845
1963,MLI,5570462
1964,MLI,5647380
1965,MLI,5726382
1966,MLI,5806572
1967,MLI,5888497
1968,MLI,5973762
1969,MLI,6061764
1970,MLI,6153587
1971,MLI,6247878
1972,MLI,6347158
1973,MLI,6455257
1974,MLI,6569273
1975,MLI,6687293
1976,MLI,6807648
1977,MLI,6935336
1978,MLI,7072938
1979,MLI,7218079
1980,MLI,7372581
1981,MLI,7532864
1982,MLI,7696349
1983,MLI,7863944
1984,MLI,8030099
1985,MLI,8187651
1986,MLI,8334588
1987,MLI,8474329
1988,MLI,8617474
1989,MLI,8774122
1990,MLI,8945026
1991,MLI,9123969
1992,MLI,9310572
1993,MLI,9506510
1994,MLI,9711797
1995,MLI,9921094
1996,MLI,10131906
1997,MLI,10359301
1998,MLI,10620475
1999,MLI,10916993
2000,MLI,11239101
2001,MLI,11583824
2002,MLI,11952660
2003,MLI,12342165
2004,MLI,12751995
2005,MLI,13180551
2006,MLI,13623541
2007,MLI,14080912
2008,MLI,14551117
2009,MLI,15032635
2010,MLI,15529181
2011,MLI,16039734
2012,MLI,16514687
2013,MLI,17004033
1960,MLT,326550
1961,MLT,325250
1962,MLT,323900
1963,MLT,322550
1964,MLT,321250
1965,MLT,318800
1966,MLT,315200
1967,MLT,311550
1968,MLT,307900
1969,MLT,304300
1970,MLT,302650
1971,MLT,302700
1972,MLT,302450
1973,MLT,302200
1974,MLT,301996
1975,MLT,304222
1976,MLT,305774
1977,MLT,306970
1978,MLT,310182
1979,MLT,313342
1980,MLT,316645
1981,MLT,318982
1982,MLT,325898
1983,MLT,330524
1984,MLT,330593
1985,MLT,336452
1986,MLT,342121
1987,MLT,344485
1988,MLT,347325
1989,MLT,350722
1990,MLT,354170
1991,MLT,363845
1992,MLT,367618
1993,MLT,371308
1994,MLT,374797
1995,MLT,377419
1996,MLT,379905
1997,MLT,382791
1998,MLT,385287
1999,MLT,387578
2000,MLT,390087
2001,MLT,393028
2002,MLT,395969
2003,MLT,398582
2004,MLT,401268
2005,MLT,403834
2006,MLT,405308
2007,MLT,406724
2008,MLT,409379
2009,MLT,412477
2010,MLT,414508
2011,MLT,416268
2012,MLT,420028
2013,MLT,425967
1960,MMR,21720697
1961,MMR,22203109
1962,MMR,22699703
1963,MMR,23210687
1964,MMR,23737818
1965,MMR,24286878
1966,MMR,24854704
1967,MMR,25440029
1968,MMR,26044111
1969,MMR,26659479
1970,MMR,27284112
1971,MMR,27914953
1972,MMR,28551949
1973,MMR,29165356
1974,MMR,29751936
1975,MMR,30344276
1976,MMR,30941375
1977,MMR,31554598
1978,MMR,32185601
1979,MMR,32821779
1980,MMR,33465781
1981,MMR,34110098
1982,MMR,34742586
1983,MMR,35424262
1984,MMR,36159838
1985,MMR,36881020
1986,MMR,37572340
1987,MMR,38233171
1988,MMR,38868270
1989,MMR,39489419
1990,MMR,40099553
1991,MMR,40680533
1992,MMR,41237813
1993,MMR,41788302
1994,MMR,42337109
1995,MMR,42880186
1996,MMR,43423369
1997,MMR,43972046
1998,MMR,44516185
1999,MMR,45041636
2000,MMR,45538332
2001,MMR,46014826
2002,MMR,46480230
2003,MMR,46924293
2004,MMR,47338446
2005,MMR,47724471
2006,MMR,48088274
2007,MMR,48445647
2008,MMR,48729486
2009,MMR,49015836
2010,MMR,49390988
2011,MMR,49794522
2012,MMR,50218185
2013,MMR,50648334
1960,MNE,480579
1961,MNE,491140
1962,MNE,502558
1963,MNE,513409
1964,MNE,521753
1965,MNE,526327
1966,MNE,526419
1967,MNE,522796
1968,MNE,517481
1969,MNE,513340
1970,MNE,512407
1971,MNE,515449
1972,MNE,521785
1973,MNE,530220
1974,MNE,538902
1975,MNE,546487
1976,MNE,552562
1977,MNE,557576
1978,MNE,562065
1979,MNE,566888
1980,MNE,572608
1981,MNE,579445
1982,MNE,587001
1983,MNE,594506
1984,MNE,600884
1985,MNE,605398
1986,MNE,607711
1987,MNE,608144
1988,MNE,607413
1989,MNE,606571
1990,MNE,606372
1991,MNE,607105
1992,MNE,608516
1993,MNE,610170
1994,MNE,611389
1995,MNE,611712
1996,MNE,611003
1997,MNE,609520
1998,MNE,607662
1999,MNE,606001
2000,MNE,604950
2001,MNE,607389
2002,MNE,609828
2003,MNE,612267
2004,MNE,613353
2005,MNE,614261
2006,MNE,615025
2007,MNE,615875
2008,MNE,616969
2009,MNE,618294
2010,MNE,619428
2011,MNE,620079
2012,MNE,620601
2013,MNE,621207
1960,MNG,977903
1961,MNG,1011502
1962,MNG,1045315
1963,MNG,1075888
1964,MNG,1104017
1965,MNG,1134072
1966,MNG,1165746
1967,MNG,1198197
1968,MNG,1230406
1969,MNG,1261887
1970,MNG,1293880
1971,MNG,1327781
1972,MNG,1363835
1973,MNG,1402309
1974,MNG,1443130
1975,MNG,1485691
1976,MNG,1529084
1977,MNG,1572516
1978,MNG,1615868
1979,MNG,1657448
1980,MNG,1697780
1981,MNG,1739221
1982,MNG,1781797
1983,MNG,1825773
1984,MNG,1871652
1985,MNG,1919744
1986,MNG,1969912
1987,MNG,2021502
1988,MNG,2073771
1989,MNG,2120825
1990,MNG,2161433
1991,MNG,2200077
1992,MNG,2236494
1993,MNG,2270311
1994,MNG,2301510
1995,MNG,2330334
1996,MNG,2357033
1997,MNG,2381771
1998,MNG,2405148
1999,MNG,2428488
2000,MNG,2450979
2001,MNG,2472601
2002,MNG,2494617
2003,MNG,2516454
2004,MNG,2537949
2005,MNG,2559255
2006,MNG,2581242
2007,MNG,2605643
2008,MNG,2633887
2009,MNG,2666713
2010,MNG,2702520
2011,MNG,2743938
2012,MNG,2792349
2013,MNG,2845153
1960,MNP,8702
1961,MNP,8965
1962,MNP,9252
1963,MNP,9561
1964,MNP,9890
1965,MNP,10229
1966,MNP,10577
1967,MNP,10720
1968,MNP,10440
1969,MNP,9952
1970,MNP,10143
1971,MNP,11279
1972,MNP,12730
1973,MNP,14094
1974,MNP,14905
1975,MNP,15269
1976,MNP,15595
1977,MNP,15901
1978,MNP,16194
1979,MNP,16494
1980,MNP,17613
1981,MNP,19902
1982,MNP,22647
1983,MNP,25594
1984,MNP,28735
1985,MNP,32041
1986,MNP,35459
1987,MNP,38923
1988,MNP,42381
1989,MNP,45859
1990,MNP,48002
1991,MNP,48302
1992,MNP,48128
1993,MNP,47948
1994,MNP,47780
1995,MNP,48717
1996,MNP,53367
1997,MNP,60817
1998,MNP,68501
1999,MNP,76237
2000,MNP,80338
2001,MNP,79479
2002,MNP,77162
2003,MNP,74623
2004,MNP,71898
2005,MNP,69025
2006,MNP,66060
2007,MNP,63050
2008,MNP,60032
2009,MNP,57056
2010,MNP,54087
2011,MNP,52520
2012,MNP,52359
2013,MNP,52141
1960,MOZ,6788375
1961,MOZ,6917521
1962,MOZ,7060376
1963,MOZ,7209807
1964,MOZ,7363639
1965,MOZ,7524154
1966,MOZ,7689643
1967,MOZ,7859471
1968,MOZ,8035529
1969,MOZ,8217930
1970,MOZ,8411676
1971,MOZ,8622890
1972,MOZ,8860585
1973,MOZ,9123668
1974,MOZ,9404221
1975,MOZ,9703732
1976,MOZ,10019210
1977,MOZ,10363575
1978,MOZ,10741128
1979,MOZ,11127844
1980,MOZ,11413587
1981,MOZ,11640015
1982,MOZ,11901827
1983,MOZ,12163328
1984,MOZ,12426223
1985,MOZ,12680065
1986,MOZ,12909797
1987,MOZ,12964793
1988,MOZ,12956772
1989,MOZ,13087604
1990,MOZ,13303459
1991,MOZ,13561175
1992,MOZ,13816881
1993,MOZ,14206254
1994,MOZ,14912873
1995,MOZ,15594830
1996,MOZ,16079553
1997,MOZ,16521724
1998,MOZ,16923195
1999,MOZ,17337893
2000,MOZ,17768505
2001,MOZ,18220716
2002,MOZ,18694946
2003,MOZ,19186754
2004,MOZ,19694411
2005,MOZ,20211114
2006,MOZ,20735982
2007,MOZ,21280513
2008,MOZ,21845571
2009,MOZ,22436660
2010,MOZ,23073723
2011,MOZ,23760421
2012,MOZ,24487611
2013,MOZ,25251731
1960,MRT,838478
1961,MRT,861663
1962,MRT,885938
1963,MRT,911290
1964,MRT,937830
1965,MRT,965621
1966,MRT,994697
1967,MRT,1024992
1968,MRT,1056393
1969,MRT,1088832
1970,MRT,1122198
1971,MRT,1156361
1972,MRT,1191376
1973,MRT,1227358
1974,MRT,1264352
1975,MRT,1302436
1976,MRT,1341604
1977,MRT,1381329
1978,MRT,1421786
1979,MRT,1463514
